0020013394;1
0020013395;1
0020016995;1
0020016996;1
0020016997;1
0020026997;1
0020016998;1
0020026998;1
0020016999;1
0020026999;1
0020013600;1
0020013601;1
0020013624;1
0020013625;1
0020015000;1
0020015001;1
0020013613;1
0020013614;1
0020015002;1
0020015003;1
0020017022;1
0020017023;1
0020017024;1
0020017025;1
0020013610;1
0020023610;1
0020013615;1
0020013616;1
0020013617;1
0020023617;1
0020015004;1
0020025004;1
0020015005;1
0020025005;1
0020013622;1
0020013623;1
0020013629;1
0020013630;1
0020013626;1
0020013627;1
0020013628;1
0020013608;1
0020023608;1
0020013609;1
0020013620;1
0020013621;1
0020013602;1
0020013603;1
0020013604;1
0020013605;1
0020013618;1
0020013619;1
0020015008;1
0020015009;1
0020013631;1
0020013632;1
0020013606;1
0020013607;1
0020013611;1
0020023611;1
0020013612;1
0020023612;1
0020016031;1
0020016032;1
0020015010;1
0020015011;1
0020017026;1
0020017027;1
0020017028;1
0020017029;1
0020017030;1
0020017031;1
0020013728;1
0020013729;1
0020015012;1
0020015013;1
0020017020;1
0020027020;1
0020017021;1
0020027021;1
0020013727;1
0020023727;1
0020013730;1
0020013731;1
0020013725;1
0020023725;1
0020015018;1
0020015019;1
0020015016;1
0020015017;1
0020015020;1
0020015021;1
0020015022;1
0020025022;1
0020015069;1
0020025069;1
0020015063;1
0020015064;1
0020016930;1
0020016931;1
0020016932;1
0020016933;1
0020016934;1
0020016935;1
0020016936;1
0020016937;1
0020015047;1
0020015048;1
0020016938;1
0020016939;1
0020016993;1
0020016994;1
0020016928;2
0020026928;2
0020011889;0
0020011890;0
0020011887;0
0020011888;0
0020011895;0
0020011896;0
0020011938;0
0020021938;0
0020011939;0
0020021939;0
0020011940;0
0020021940;0
0020011891;0
0020021891;0
0020011892;0
0020021892;0
0020011885;0
0020021885;0
0020011886;0
0020021886;0
0020011893;0
0020011894;0
0020016978;0
0020016979;0
0020026979;0
0020016976;0
0020016977;0
0020016396;0
0020016397;0
0020016405;0
0020016406;0
0020016398;0
0020016399;0
0020016389;0
0020016390;0
0020016391;0
0020016384;0
0020026384;0
0020016385;0
0020026385;0
0020016392;0
0020016393;0
0020016386;0
0020016387;0
0020016402;0
0020016403;0
0020016404;0
0020016394;0
0020016395;0
0020016407;0
0020016408;0
0020016400;0
0020016401;0
0020016382;0
0020026382;0
0020016383;0
0020026383;0
0020016388;0
0020013693;0
0020023693;0
0020013694;0
0020013695;0
0020013696;0
0020013707;0
0020013708;0
0020013683;0
0020023683;0
0020013688;0
0020013689;0
0020013690;0
0020013697;0
0020013698;0
0020013705;0
0020013706;0
0020013681;0
0020023681;0
0020013682;0
0020023682;0
0020013699;0
0020013700;0
0020013691;0
0020013692;0
0020013701;0
0020013702;0
0020013684;0
0020013685;0
0020013703;0
0020013704;0
0020013686;0
0020013687;0
0020016963;0
0020016964;0
0020016956;0
0020026956;0
0020016957;0
0020026957;0
0020016961;0
0020026961;0
0020016962;0
0020026962;0
0020016958;0
0020026958;0
0020016960;0
0020026960;0
0020016952;0
0020026952;0
0020016953;0
0020026953;0
